Roll Number,Student ID,Name,Course,Email,Phone,Password
26032437037,26032437037,Meera Krishnan,MSC-CYBER,26032437037@gnu.ac.in,9876573967,student123
26032437038,26032437038,Geeta Rao,MSC-CYBER,26032437038@gnu.ac.in,9876582857,student123
26032437039,26032437039,Sanjay Choudhary,MSC-CYBER,26032437039@gnu.ac.in,9876563818,student123
26032437040,26032437040,Manoj Agarwal,MSC-CYBER,26032437040@gnu.ac.in,9876535461,student123
26032437041,26032437041,Ayush Hegde,MSC-CYBER,26032437041@gnu.ac.in,9876556044,student123
26032437042,26032437042,Jatin Singh,MSC-CYBER,26032437042@gnu.ac.in,9876566533,student123
26032437043,26032437043,Durga Chawla,MSC-CYBER,26032437043@gnu.ac.in,9876542852,student123
26032437044,26032437044,Amit Mehta,MSC-CYBER,26032437044@gnu.ac.in,9876564958,student123
26032437045,26032437045,Asha Mishra,MSC-CYBER,26032437045@gnu.ac.in,9876570617,student123
26032437046,26032437046,Swati Acharya,MSC-CYBER,26032437046@gnu.ac.in,9876567707,student123
26032437047,26032437047,Rahul Chawla,MSC-CYBER,26032437047@gnu.ac.in,9876512290,student123
26032437048,26032437048,Vijay Singh,MSC-CYBER,26032437048@gnu.ac.in,9876532226,student123
26032437049,26032437049,Divya Sinha,MSC-CYBER,26032437049@gnu.ac.in,9876525625,student123
26032437050,26032437050,Meera Nair,MSC-CYBER,26032437050@gnu.ac.in,9876530018,student123
26032437051,26032437051,Ravi Shah,MSC-CYBER,26032437051@gnu.ac.in,9876582561,student123
26032437052,26032437052,Sarita Prasad,MSC-CYBER,26032437052@gnu.ac.in,9876523631,student123
26032437053,26032437053,Aisha Tiwari,MSC-CYBER,26032437053@gnu.ac.in,9876514532,student123
26032437054,26032437054,Aakash Kini,MSC-CYBER,26032437054@gnu.ac.in,9876569604,student123
26032437055,26032437055,Arjun Gupta,MSC-CYBER,26032437055@gnu.ac.in,9876560990,student123
26032437056,26032437056,Parth Naidu,MSC-CYBER,26032437056@gnu.ac.in,9876572348,student123
26032437057,26032437057,Simran Rao,MSC-CYBER,26032437057@gnu.ac.in,9876578355,student123
26032437058,26032437058,Divya Sharma,MSC-CYBER,26032437058@gnu.ac.in,9876510015,student123
26032437059,26032437059,Rahul Chauhan,MSC-CYBER,26032437059@gnu.ac.in,9876585887,student123
26032436001,26032436001,Ananya Nuka,MSC-IMS,26032436001@gnu.ac.in,9876531448,student123
26032436002,26032436002,Meera Saride,MSC-IMS,26032436002@gnu.ac.in,9876592651,student123
26032436003,26032436003,Basanti Patel,MSC-IMS,26032436003@gnu.ac.in,9876538364,student123
26032436004,26032436004,Shivam Allu,MSC-IMS,26032436004@gnu.ac.in,9876563461,student123
26032436005,26032436005,Siddharth Dubey,MSC-IMS,26032436005@gnu.ac.in,9876520088,student123
26032436006,26032436006,Akash Rao,MSC-IMS,26032436006@gnu.ac.in,9876597076,student123
26032436007,26032436007,Ritu Sharma,MSC-IMS,26032436007@gnu.ac.in,9876586580,student123
26032436008,26032436008,Anil Saride,MSC-IMS,26032436008@gnu.ac.in,9876578776,student123
26032436009,26032436009,Avni Nair,MSC-IMS,26032436009@gnu.ac.in,9876561766,student123
26032436010,26032436010,Kiran Kini,MSC-IMS,26032436010@gnu.ac.in,9876538442,student123
26032436011,26032436011,Meera Palle,MSC-IMS,26032436011@gnu.ac.in,9876525165,student123
26032436012,26032436012,Harish Choudhary,MSC-IMS,26032436012@gnu.ac.in,9876564152,student123
26032436013,26032436013,Mona Kumar,MSC-IMS,26032436013@gnu.ac.in,9876510261,student123
26032436014,26032436014,Girish Gottumukkula,MSC-IMS,26032436014@gnu.ac.in,9876565296,student123
26032436015,26032436015,Ratan Tiwari,MSC-IMS,26032436015@gnu.ac.in,9876519408,student123
26032436016,26032436016,Nisha Desai,MSC-IMS,26032436016@gnu.ac.in,9876593377,student123
26032436017,26032436017,Durga Nair,MSC-IMS,26032436017@gnu.ac.in,9876560228,student123
26032436018,26032436018,Prem Shukla,MSC-IMS,26032436018@gnu.ac.in,9876584669,student123
26032436019,26032436019,Saksham Reddivari,MSC-IMS,26032436019@gnu.ac.in,9876525117,student123
26032436020,26032436020,Utkarsh Choudhary,MSC-IMS,26032436020@gnu.ac.in,9876523503,student123
26032436021,26032436021,Mona Karnad,MSC-IMS,26032436021@gnu.ac.in,9876590959,student123
26032436022,26032436022,Mayank Garg,MSC-IMS,26032436022@gnu.ac.in,9876588888,student123
26032436023,26032436023,Mona Saladi,MSC-IMS,26032436023@gnu.ac.in,9876516097,student123
26032436024,26032436024,Rakesh Pyla,MSC-IMS,26032436024@gnu.ac.in,9876566142,student123
26032436025,26032436025,Prisha Sangem,MSC-IMS,26032436025@gnu.ac.in,9876556357,student123
26032436026,26032436026,Vijay Bharadwaj,MSC-IMS,26032436026@gnu.ac.in,9876571608,student123
26032436027,26032436027,Ravi Pasupuleti,MSC-IMS,26032436027@gnu.ac.in,9876578435,student123
26032436028,26032436028,Akash Pande,MSC-IMS,26032436028@gnu.ac.in,9876571413,student123
26032436029,26032436029,Kiran Jana,MSC-IMS,26032436029@gnu.ac.in,9876534996,student123
26032436030,26032436030,Divya Katikineni,MSC-IMS,26032436030@gnu.ac.in,9876518907,student123
26032436031,26032436031,Aarti Singh,MSC-IMS,26032436031@gnu.ac.in,9876540628,student123
26032436032,26032436032,Ritu Karnad,MSC-IMS,26032436032@gnu.ac.in,9876571763,student123
26032436033,26032436033,Ganga Bharadwaj,MSC-IMS,26032436033@gnu.ac.in,9876515499,student123
26032436034,26032436034,Ritu Sinha,MSC-IMS,26032436034@gnu.ac.in,9876598385,student123
26032436035,26032436035,Sunita Reddivari,MSC-IMS,26032436035@gnu.ac.in,9876519722,student123
26032436036,26032436036,Harpreet Reddem,MSC-IMS,26032436036@gnu.ac.in,9876542854,student123
26032436037,26032436037,Anika Naidu,MSC-IMS,26032436037@gnu.ac.in,9876519298,student123
26032436038,26032436038,Rashmi Pande,MSC-IMS,26032436038@gnu.ac.in,9876599692,student123
26032436039,26032436039,Mona Paltu,MSC-IMS,26032436039@gnu.ac.in,9876568325,student123
26032436040,26032436040,Priyanka Pyla,MSC-IMS,26032436040@gnu.ac.in,9876573980,student123
26032436041,26032436041,Shweta Linga,MSC-IMS,26032436041@gnu.ac.in,9876582692,student123
26032436042,26032436042,Rashmi Reddem,MSC-IMS,26032436042@gnu.ac.in,9876592301,student123
26032436043,26032436043,Priya Nair,MSC-IMS,26032436043@gnu.ac.in,9876591044,student123
26032436044,26032436044,Manpreet Mahajan,MSC-IMS,26032436044@gnu.ac.in,9876565114,student123
26032436045,26032436045,Harpreet Chakravarthy,MSC-IMS,26032436045@gnu.ac.in,9876565217,student123
26032436046,26032436046,Meera Pande,MSC-IMS,26032436046@gnu.ac.in,9876579049,student123
26032436047,26032436047,Riya Jain,MSC-IMS,26032436047@gnu.ac.in,9876538207,student123
26032436048,26032436048,Madhuri Kashyap,MSC-IMS,26032436048@gnu.ac.in,9876595082,student123
26032436049,26032436049,Manish Bhat,MSC-IMS,26032436049@gnu.ac.in,9876510633,student123
26032436050,26032436050,Nikhil Prasad,MSC-IMS,26032436050@gnu.ac.in,9876573503,student123
26032436051,26032436051,Vikram Chawla,MSC-IMS,26032436051@gnu.ac.in,9876584232,student123
26032436052,26032436052,Seema Mishra,MSC-IMS,26032436052@gnu.ac.in,9876529532,student123
26032436053,26032436053,Meera Mishra,MSC-IMS,26032436053@gnu.ac.in,9876522989,student123
26032436054,26032436054,Geeta Mahajan,MSC-IMS,26032436054@gnu.ac.in,9876596144,student123
26032436055,26032436055,Parth Gupta,MSC-IMS,26032436055@gnu.ac.in,9876596389,student123
26032436056,26032436056,Durga Chaturvedi,MSC-IMS,26032436056@gnu.ac.in,9876537270,student123
26032436057,26032436057,Manpreet Menon,MSC-IMS,26032436057@gnu.ac.in,9876591264,student123
26032436058,26032436058,Laxmi Singh,MSC-IMS,26032436058@gnu.ac.in,9876553557,student123
26032436059,26032436059,Ashish Maurya,MSC-IMS,26032436059@gnu.ac.in,9876529074,student123
26032436060,26032436060,Shreya Kashyap,MSC-IMS,26032436060@gnu.ac.in,9876511361,student123
26032435001,26032435001,Sarita Dwivedi,MSC-IT,26032435001@gnu.ac.in,9876566522,student123
26032435002,26032435002,Rohit Rao,MSC-IT,26032435002@gnu.ac.in,9876540833,student123
26032435003,26032435003,Sanjay Pasupuleti,MSC-IT,26032435003@gnu.ac.in,9876592435,student123
26032435004,26032435004,Vikram Jain,MSC-IT,26032435004@gnu.ac.in,9876530497,student123
26032435005,26032435005,Mayank Guduru,MSC-IT,26032435005@gnu.ac.in,9876524118,student123
26032435006,26032435006,Siddharth Gottumukkula,MSC-IT,26032435006@gnu.ac.in,9876546802,student123
26032435007,26032435007,Basanti Singh,MSC-IT,26032435007@gnu.ac.in,9876593327,student123
26032435008,26032435008,Nikita Patlola,MSC-IT,26032435008@gnu.ac.in,9876520292,student123
26032435009,26032435009,Saksham Sagiri,MSC-IT,26032435009@gnu.ac.in,9876561248,student123
26032435010,26032435010,Kamala Chaturvedi,MSC-IT,26032435010@gnu.ac.in,9876540119,student123
26032435011,26032435011,Siddharth Agarwal,MSC-IT,26032435011@gnu.ac.in,9876592630,student123
26032435012,26032435012,Prisha Kashyap,MSC-IT,26032435012@gnu.ac.in,9876542310,student123
26032435013,26032435013,Shreya Pothuganti,MSC-IT,26032435013@gnu.ac.in,9876533521,student123
26032435014,26032435014,Avni Jain,MSC-IT,26032435014@gnu.ac.in,9876537401,student123
26032435015,26032435015,Manish Sabbella,MSC-IT,26032435015@gnu.ac.in,9876519895,student123
26032435016,26032435016,Aarti Korimerla,MSC-IT,26032435016@gnu.ac.in,9876546179,student123
26032435017,26032435017,Swati Kashyap,MSC-IT,26032435017@gnu.ac.in,9876523550,student123
26032435018,26032435018,Manoj Patel,MSC-IT,26032435018@gnu.ac.in,9876577850,student123
26032435019,26032435019,Rahul Polu,MSC-IT,26032435019@gnu.ac.in,9876564785,student123
26032435020,26032435020,Sarita Pilli,MSC-IT,26032435020@gnu.ac.in,9876546409,student123
26032435021,26032435021,Geeta Kaveti,MSC-IT,26032435021@gnu.ac.in,9876538489,student123
26032435022,26032435022,Shivam Rawat,MSC-IT,26032435022@gnu.ac.in,9876593895,student123
26032435023,26032435023,Varun Dubey,MSC-IT,26032435023@gnu.ac.in,9876545911,student123
26032435024,26032435024,Arjun Kashyap,MSC-IT,26032435024@gnu.ac.in,9876545923,student123
26032435025,26032435025,Vijay Gadde,MSC-IT,26032435025@gnu.ac.in,9876564694,student123
26032435026,26032435026,Tarun Manda,MSC-IT,26032435026@gnu.ac.in,9876546912,student123
26032435027,26032435027,Vijay Damera,MSC-IT,26032435027@gnu.ac.in,9876535221,student123
26032435028,26032435028,Tarun Narayana,MSC-IT,26032435028@gnu.ac.in,9876569607,student123
26032435029,26032435029,Ratan Kaveti,MSC-IT,26032435029@gnu.ac.in,9876599978,student123
26032435030,26032435030,Priya Nair,MSC-IT,26032435030@gnu.ac.in,9876552442,student123
26032435031,26032435031,Anika Kuncharapu,MSC-IT,26032435031@gnu.ac.in,9876584468,student123
26032435032,26032435032,Kiran Tiwari,MSC-IT,26032435032@gnu.ac.in,9876535957,student123
26032435033,26032435033,Savita Bharadwaj,MSC-IT,26032435033@gnu.ac.in,9876581944,student123
26032435034,26032435034,Myra Sabbella,MSC-IT,26032435034@gnu.ac.in,9876568734,student123
26032435035,26032435035,Monika Verma,MSC-IT,26032435035@gnu.ac.in,9876543232,student123
26032435036,26032435036,Kamala Choudhary,MSC-IT,26032435036@gnu.ac.in,9876573339,student123
26032435037,26032435037,Asha Paltu,MSC-IT,26032435037@gnu.ac.in,9876563579,student123
26032435038,26032435038,Kavita Yandapalli,MSC-IT,26032435038@gnu.ac.in,9876597812,student123
26032435039,26032435039,Shreya Reddem,MSC-IT,26032435039@gnu.ac.in,9876542093,student123
26032435040,26032435040,Rashmi Bobby,MSC-IT,26032435040@gnu.ac.in,9876596933,student123
26032435041,26032435041,Navya Krishnan,MSC-IT,26032435041@gnu.ac.in,9876535326,student123
26032435042,26032435042,Kavita Jana,MSC-IT,26032435042@gnu.ac.in,9876539540,student123
26032435043,26032435043,Basanti Mandala,MSC-IT,26032435043@gnu.ac.in,9876563522,student123
26032435044,26032435044,Ritu Seelam,MSC-IT,26032435044@gnu.ac.in,9876511756,student123
26032435045,26032435045,Richa Pasupuleti,MSC-IT,26032435045@gnu.ac.in,9876556558,student123
26032435046,26032435046,Anita Mehta,MSC-IT,26032435046@gnu.ac.in,9876535121,student123
26032435047,26032435047,Aarti Kuncharapu,MSC-IT,26032435047@gnu.ac.in,9876513114,student123
26032435048,26032435048,Madhuri Bhasin,MSC-IT,26032435048@gnu.ac.in,9876586667,student123
26032435049,26032435049,Asha Chauhan,MSC-IT,26032435049@gnu.ac.in,9876562961,student123
26032435050,26032435050,Gurpreet Chakravarthy,MSC-IT,26032435050@gnu.ac.in,9876588642,student123
26032435051,26032435051,Mona Singh,MSC-IT,26032435051@gnu.ac.in,9876570074,student123
26032435052,26032435052,Durga Gorthy,MSC-IT,26032435052@gnu.ac.in,9876548826,student123
26032435053,26032435053,Aarti Rawat,MSC-IT,26032435053@gnu.ac.in,9876577897,student123
26032435054,26032435054,Aadhya Narayana,MSC-IT,26032435054@gnu.ac.in,9876583142,student123
26032435055,26032435055,Divya Sangem,MSC-IT,26032435055@gnu.ac.in,9876552063,student123
26032435056,26032435056,Ritu Kumar,MSC-IT,26032435056@gnu.ac.in,9876521645,student123
26032435057,26032435057,Kavita Chakravarthy,MSC-IT,26032435057@gnu.ac.in,9876513084,student123
26032435058,26032435058,Navya Singh,MSC-IT,26032435058@gnu.ac.in,9876530894,student123
26032435059,26032435059,Navya Kini,MSC-IT,26032435059@gnu.ac.in,9876548857,student123
26032435060,26032435060,Pooja Konathala,MSC-IT,26032435060@gnu.ac.in,9876575431,student123
